id,employee_name,salary_rice_kg,allowance_value_idr
23470,Rini Prasetyo,10,150000
23471,Hadi Santoso,25,375000
23472,Dewi Mulyani,15,225000
23473,Budi Prasetyo,25,375000
23474,Sri Santoso,25,375000
23475,Andi Mulyani,20,300000
23476,Rini Kusuma,10,150000
23477,Hadi Kusuma,15,225000
23478,Rini Prasetyo,10,150000
23479,Mega Rahma,25,375000
23480,Ahmad Utami,30,450000
23481,Rini Utami,10,150000
23482,Eko Utami,25,375000
23483,Hadi Santoso,30,450000
23484,Dewi Mulyani,20,300000
23485,Hadi Setiawan,10,150000
23486,Eko Lestari,25,375000
23487,Andi Wijaya,10,150000
23488,Rini Kusuma,20,300000
23489,Rini Setiawan,10,150000
23490,Rini Dani,10,150000
23491,Ahmad Wijaya,30,450000
23492,Mega Dani,20,300000
23493,Andi Wijaya,25,375000
23494,Andi Wijaya,10,150000
23495,Mega Kusuma,25,375000
23496,Hadi Prasetyo,30,450000
23497,Hadi Santoso,25,375000
23498,Hadi Dani,30,450000
23499,Budi Utami,10,150000
23500,Rini Wijaya,20,300000
23501,Andi Mulyani,15,225000
23502,Budi Prasetyo,15,225000
23503,Siti Setiawan,25,375000
23504,Hadi Utami,30,450000
23505,Hadi Dani,10,150000
23506,Rini Kusuma,30,450000
23507,Ahmad Wijaya,30,450000
23508,Mega Rahma,20,300000
23509,Eko Lestari,30,450000
23510,Dewi Lestari,15,225000
23511,Ahmad Santoso,20,300000
23512,Siti Santoso,20,300000
23513,Dewi Kusuma,30,450000
23514,Mega Utami,30,450000
23515,Rini Mulyani,25,375000
23516,Mega Rahma,10,150000
23517,Ahmad Wijaya,15,225000
23518,Eko Wijaya,25,375000
23519,Ahmad Kusuma,20,300000
23520,Eko Prasetyo,30,450000
23521,Mega Santoso,30,450000
23522,Siti Wijaya,15,225000
23523,Sri Setiawan,10,150000
23524,Dewi Kusuma,15,225000
23525,Dewi Rahma,15,225000
23526,Sri Kusuma,25,375000
23527,Hadi Prasetyo,25,375000
23528,Ahmad Rahma,30,450000
23529,Rini Lestari,30,450000
23530,Sri Utami,10,150000
23531,Rini Setiawan,15,225000
23532,Hadi Kusuma,30,450000
23533,Eko Dani,10,150000
23534,Eko Kusuma,25,375000
23535,Dewi Mulyani,30,450000
23536,Siti Utami,25,375000
23537,Budi Utami,10,150000
23538,Budi Dani,20,300000
23539,Eko Lestari,25,375000
23540,Sri Utami,10,150000
23541,Siti Utami,10,150000
23542,Rini Setiawan,20,300000
23543,Ahmad Mulyani,25,375000
23544,Siti Prasetyo,15,225000
23545,Sri Santoso,30,450000
23546,Sri Dani,20,300000
23547,Ahmad Lestari,15,225000
23548,Ahmad Kusuma,15,225000
23549,Eko Dani,30,450000
23550,Mega Utami,10,150000
23551,Rini Rahma,15,225000
23552,Mega Santoso,30,450000
23553,Mega Utami,30,450000
23554,Ahmad Mulyani,15,225000
23555,Dewi Prasetyo,15,225000
23556,Mega Wijaya,15,225000
23557,Andi Utami,20,300000
23558,Ahmad Rahma,10,150000
23559,Sri Dani,30,450000
23560,Rini Santoso,25,375000
23561,Siti Prasetyo,10,150000
23562,Dewi Utami,25,375000
23563,Ahmad Dani,10,150000
23564,Siti Utami,20,300000
23565,Siti Kusuma,20,300000
23566,Mega Wijaya,10,150000
23567,Rini Prasetyo,15,225000
23568,Eko Prasetyo,10,150000
23569,Rini Prasetyo,20,300000
23570,Siti Rahma,25,375000
23571,Eko Lestari,30,450000
23572,Hadi Wijaya,10,150000
23573,Ahmad Mulyani,10,150000
23574,Ahmad Lestari,30,450000
23575,Eko Wijaya,20,300000
23576,Rini Prasetyo,10,150000
23577,Sri Kusuma,30,450000
23578,Rini Kusuma,10,150000
23579,Sri Mulyani,30,450000
23580,Mega Mulyani,10,150000
23581,Budi Wijaya,15,225000
23582,Hadi Mulyani,20,300000
23583,Sri Setiawan,25,375000
23584,Eko Wijaya,30,450000
23585,Budi Santoso,10,150000
23586,Siti Mulyani,10,150000
23587,Dewi Kusuma,10,150000
23588,Budi Lestari,10,150000
23589,Sri Mulyani,20,300000
23590,Mega Lestari,10,150000
23591,Dewi Kusuma,15,225000
23592,Budi Dani,15,225000
23593,Siti Setiawan,25,375000
23594,Hadi Setiawan,30,450000
23595,Dewi Rahma,30,450000
23596,Hadi Rahma,25,375000
23597,Siti Rahma,20,300000
23598,Dewi Rahma,30,450000
23599,Dewi Dani,25,375000
23600,Sri Kusuma,10,150000
23601,Rini Mulyani,15,225000
23602,Budi Wijaya,10,150000
23603,Hadi Prasetyo,15,225000
23604,Andi Mulyani,30,450000
23605,Ahmad Setiawan,30,450000
23606,Mega Wijaya,20,300000
23607,Hadi Kusuma,30,450000
23608,Mega Kusuma,10,150000
23609,Rini Wijaya,30,450000
23610,Mega Lestari,15,225000
23611,Sri Kusuma,15,225000
23612,Rini Setiawan,25,375000
23613,Sri Rahma,30,450000
23614,Dewi Santoso,15,225000
23615,Budi Rahma,30,450000
23616,Andi Mulyani,20,300000
23617,Sri Mulyani,10,150000
23618,Rini Prasetyo,15,225000
23619,Rini Lestari,25,375000
23620,Rini Setiawan,20,300000
23621,Dewi Wijaya,25,375000
23622,Dewi Dani,25,375000
23623,Budi Wijaya,25,375000
23624,Mega Rahma,20,300000
23625,Sri Setiawan,30,450000
23626,Hadi Wijaya,10,150000
23627,Andi Santoso,25,375000
23628,Dewi Mulyani,15,225000
23629,Siti Utami,25,375000
23630,Ahmad Prasetyo,30,450000
23631,Siti Wijaya,20,300000
23632,Andi Rahma,20,300000
23633,Siti Mulyani,25,375000
23634,Hadi Kusuma,20,300000
23635,Andi Mulyani,20,300000
23636,Hadi Wijaya,20,300000
23637,Budi Utami,30,450000
23638,Siti Santoso,30,450000
23639,Budi Lestari,25,375000
23640,Andi Kusuma,25,375000
23641,Eko Utami,30,450000
23642,Siti Utami,30,450000
23643,Hadi Wijaya,15,225000
23644,Hadi Lestari,10,150000
23645,Dewi Santoso,10,150000
23646,Andi Lestari,25,375000
23647,Mega Mulyani,25,375000
23648,Hadi Prasetyo,30,450000
23649,Mega Wijaya,20,300000
23650,Mega Santoso,30,450000
23651,Andi Prasetyo,30,450000
23652,Andi Wijaya,15,225000
23653,Dewi Wijaya,25,375000
23654,Mega Utami,20,300000
23655,Dewi Santoso,30,450000
23656,Hadi Lestari,20,300000
23657,Sri Kusuma,15,225000
23658,Sri Wijaya,15,225000
23659,Dewi Lestari,30,450000
23660,Budi Utami,10,150000
23661,Mega Setiawan,25,375000
23662,Hadi Lestari,10,150000
23663,Dewi Wijaya,15,225000
23664,Siti Kusuma,15,225000
23665,Budi Dani,10,150000
23666,Sri Wijaya,20,300000
23667,Ahmad Setiawan,10,150000
23668,Ahmad Kusuma,25,375000
23669,Eko Wijaya,15,225000
23670,Ahmad Setiawan,30,450000
23671,Eko Dani,30,450000
23672,Budi Rahma,20,300000
23673,Siti Utami,25,375000
23674,Dewi Dani,30,450000
23675,Hadi Utami,10,150000
23676,Rini Dani,30,450000
23677,Eko Setiawan,15,225000
23678,Dewi Dani,30,450000
23679,Hadi Utami,10,150000
23680,Budi Rahma,10,150000
23681,Budi Lestari,30,450000
23682,Siti Prasetyo,25,375000
23683,Eko Santoso,25,375000
23684,Siti Setiawan,25,375000
23685,Sri Utami,25,375000
23686,Eko Setiawan,15,225000
23687,Mega Utami,20,300000
23688,Eko Utami,25,375000
23689,Rini Mulyani,20,300000
23690,Ahmad Rahma,10,150000
23691,Ahmad Rahma,30,450000
23692,Sri Rahma,15,225000
23693,Eko Kusuma,25,375000
23694,Ahmad Santoso,15,225000
23695,Eko Setiawan,15,225000
23696,Mega Prasetyo,20,300000
23697,Eko Wijaya,15,225000
23698,Mega Santoso,25,375000
23699,Budi Rahma,10,150000
23700,Eko Utami,20,300000
23701,Ahmad Kusuma,30,450000
23702,Budi Dani,25,375000
23703,Mega Setiawan,30,450000
23704,Sri Santoso,30,450000
23705,Rini Rahma,20,300000
23706,Mega Prasetyo,20,300000
23707,Mega Dani,10,150000
23708,Eko Lestari,20,300000
23709,Budi Kusuma,15,225000
23710,Sri Wijaya,20,300000
23711,Mega Kusuma,30,450000
23712,Andi Mulyani,20,300000
23713,Siti Wijaya,20,300000
23714,Hadi Rahma,15,225000
23715,Mega Setiawan,25,375000
23716,Hadi Utami,15,225000
23717,Sri Mulyani,10,150000
23718,Eko Prasetyo,25,375000
23719,Andi Rahma,15,225000
23720,Ahmad Kusuma,30,450000
23721,Eko Utami,25,375000
23722,Sri Utami,25,375000
23723,Rini Wijaya,20,300000
23724,Rini Utami,10,150000
23725,Dewi Rahma,25,375000
23726,Sri Mulyani,10,150000
23727,Budi Kusuma,30,450000
23728,Andi Kusuma,30,450000
23729,Hadi Lestari,15,225000
23730,Siti Mulyani,25,375000
23731,Mega Santoso,20,300000
23732,Mega Lestari,30,450000
23733,Dewi Mulyani,20,300000
23734,Rini Lestari,20,300000
23735,Eko Rahma,15,225000
23736,Siti Utami,20,300000
23737,Hadi Prasetyo,20,300000
23738,Hadi Prasetyo,10,150000
23739,Siti Setiawan,25,375000
23740,Mega Wijaya,15,225000
23741,Budi Lestari,25,375000
23742,Andi Santoso,10,150000
23743,Dewi Wijaya,30,450000
23744,Sri Prasetyo,20,300000
23745,Rini Utami,10,150000
23746,Dewi Prasetyo,25,375000
23747,Rini Setiawan,20,300000
23748,Eko Santoso,10,150000
23749,Hadi Lestari,20,300000
23750,Sri Lestari,10,150000
23751,Eko Rahma,10,150000
23752,Dewi Mulyani,25,375000
23753,Andi Dani,25,375000
23754,Andi Kusuma,15,225000
23755,Ahmad Wijaya,25,375000
23756,Ahmad Setiawan,20,300000
23757,Budi Wijaya,30,450000
23758,Budi Utami,15,225000
23759,Andi Rahma,30,450000
23760,Budi Setiawan,20,300000
23761,Budi Santoso,25,375000
23762,Budi Wijaya,15,225000
23763,Budi Setiawan,10,150000
23764,Siti Lestari,15,225000
23765,Eko Santoso,15,225000
23766,Eko Kusuma,10,150000
23767,Dewi Utami,30,450000
23768,Siti Dani,25,375000
23769,Rini Prasetyo,10,150000
23770,Ahmad Wijaya,30,450000
23771,Siti Prasetyo,30,450000
23772,Sri Kusuma,15,225000
23773,Budi Utami,10,150000
23774,Mega Prasetyo,25,375000
23775,Hadi Prasetyo,25,375000
23776,Budi Lestari,15,225000
23777,Eko Kusuma,25,375000
23778,Eko Setiawan,25,375000
23779,Dewi Kusuma,20,300000
23780,Dewi Santoso,10,150000
23781,Sri Setiawan,10,150000
23782,Andi Lestari,20,300000
23783,Budi Dani,10,150000
23784,Eko Setiawan,30,450000
23785,Budi Dani,30,450000
23786,Siti Rahma,15,225000
23787,Dewi Lestari,20,300000
23788,Andi Prasetyo,25,375000
23789,Rini Santoso,10,150000
23790,Dewi Kusuma,20,300000
23791,Sri Rahma,10,150000
23792,Ahmad Utami,10,150000
23793,Ahmad Mulyani,25,375000
23794,Sri Kusuma,10,150000
23795,Andi Prasetyo,30,450000
23796,Eko Dani,30,450000
23797,Budi Prasetyo,25,375000
23798,Ahmad Kusuma,10,150000
23799,Andi Setiawan,10,150000
23800,Mega Wijaya,15,225000
23801,Eko Setiawan,10,150000
23802,Budi Dani,10,150000
23803,Rini Dani,20,300000
23804,Mega Prasetyo,15,225000
23805,Andi Kusuma,10,150000
23806,Rini Utami,25,375000
23807,Eko Kusuma,25,375000
23808,Hadi Setiawan,30,450000
23809,Andi Kusuma,20,300000
23810,Andi Prasetyo,20,300000
23811,Siti Rahma,30,450000
23812,Siti Prasetyo,25,375000
23813,Sri Utami,20,300000
23814,Dewi Dani,20,300000
23815,Sri Kusuma,20,300000
23816,Ahmad Rahma,15,225000
23817,Rini Mulyani,20,300000
23818,Siti Wijaya,10,150000
23819,Ahmad Wijaya,25,375000
23820,Budi Lestari,20,300000
23821,Siti Wijaya,25,375000
23822,Mega Rahma,20,300000
23823,Sri Utami,15,225000
23824,Andi Setiawan,20,300000
23825,Budi Lestari,10,150000
23826,Rini Santoso,20,300000
23827,Ahmad Setiawan,10,150000
23828,Eko Mulyani,10,150000
23829,Siti Utami,25,375000
23830,Mega Wijaya,25,375000
23831,Sri Kusuma,25,375000
23832,Ahmad Dani,15,225000
23833,Andi Santoso,25,375000
23834,Eko Mulyani,15,225000
23835,Ahmad Dani,15,225000
23836,Andi Kusuma,30,450000
23837,Eko Rahma,20,300000
23838,Mega Wijaya,10,150000
23839,Budi Setiawan,20,300000
23840,Mega Kusuma,30,450000
23841,Andi Wijaya,15,225000
23842,Ahmad Utami,10,150000
23843,Rini Lestari,10,150000
23844,Rini Wijaya,25,375000
23845,Siti Rahma,10,150000
23846,Eko Utami,25,375000
23847,Eko Dani,20,300000
23848,Siti Prasetyo,30,450000
23849,Andi Prasetyo,15,225000
23850,Siti Mulyani,10,150000
23851,Siti Setiawan,10,150000
23852,Eko Mulyani,25,375000
23853,Andi Santoso,10,150000
23854,Ahmad Wijaya,25,375000
23855,Rini Santoso,30,450000
23856,Hadi Prasetyo,10,150000
23857,Rini Kusuma,10,150000
23858,Ahmad Mulyani,25,375000
23859,Budi Santoso,30,450000
23860,Ahmad Setiawan,10,150000
23861,Andi Santoso,15,225000
23862,Ahmad Dani,10,150000
23863,Ahmad Mulyani,30,450000
23864,Hadi Mulyani,10,150000
23865,Siti Dani,20,300000
23866,Mega Lestari,25,375000
23867,Ahmad Mulyani,20,300000
23868,Dewi Utami,15,225000
23869,Ahmad Mulyani,20,300000
23870,Dewi Rahma,15,225000
23871,Sri Kusuma,30,450000
23872,Siti Dani,15,225000
23873,Budi Mulyani,30,450000
23874,Siti Prasetyo,25,375000
23875,Andi Santoso,30,450000
23876,Eko Utami,30,450000
23877,Eko Setiawan,10,150000
23878,Budi Prasetyo,30,450000
23879,Andi Santoso,10,150000
23880,Mega Utami,20,300000
23881,Mega Rahma,15,225000
23882,Siti Wijaya,25,375000
23883,Eko Mulyani,20,300000
23884,Ahmad Dani,10,150000
23885,Eko Prasetyo,15,225000
23886,Mega Kusuma,15,225000
23887,Hadi Kusuma,10,150000
23888,Budi Rahma,10,150000
23889,Andi Kusuma,10,150000
23890,Dewi Dani,30,450000
23891,Siti Utami,30,450000
23892,Sri Setiawan,25,375000
23893,Sri Rahma,25,375000
23894,Ahmad Prasetyo,15,225000
23895,Andi Santoso,25,375000
23896,Hadi Lestari,25,375000
23897,Andi Kusuma,30,450000
23898,Budi Prasetyo,15,225000
23899,Ahmad Kusuma,10,150000
23900,Mega Kusuma,10,150000
23901,Budi Mulyani,30,450000
23902,Dewi Kusuma,20,300000
23903,Budi Kusuma,15,225000
23904,Ahmad Rahma,10,150000
23905,Eko Rahma,10,150000
23906,Hadi Prasetyo,15,225000
23907,Andi Setiawan,15,225000
23908,Mega Prasetyo,15,225000
23909,Dewi Prasetyo,30,450000
23910,Dewi Setiawan,25,375000
23911,Mega Rahma,30,450000
23912,Mega Setiawan,30,450000
23913,Mega Prasetyo,25,375000
23914,Hadi Prasetyo,20,300000
23915,Ahmad Wijaya,20,300000
23916,Ahmad Santoso,25,375000
23917,Budi Wijaya,20,300000
23918,Siti Santoso,15,225000
23919,Andi Prasetyo,20,300000
23920,Budi Wijaya,20,300000
23921,Dewi Prasetyo,10,150000
23922,Eko Utami,20,300000
23923,Budi Mulyani,20,300000
23924,Eko Prasetyo,25,375000
23925,Ahmad Setiawan,15,225000
23926,Sri Dani,10,150000
23927,Siti Santoso,10,150000
23928,Siti Rahma,20,300000
23929,Rini Rahma,15,225000
23930,Hadi Wijaya,10,150000
23931,Siti Lestari,25,375000
23932,Andi Utami,30,450000
23933,Ahmad Santoso,10,150000
23934,Eko Santoso,25,375000
23935,Budi Mulyani,30,450000
23936,Ahmad Lestari,15,225000
23937,Rini Kusuma,10,150000
23938,Siti Kusuma,20,300000
23939,Hadi Kusuma,20,300000
23940,Hadi Santoso,15,225000
23941,Eko Utami,15,225000
23942,Budi Wijaya,25,375000
23943,Eko Santoso,25,375000
23944,Eko Mulyani,25,375000
23945,Siti Dani,10,150000
23946,Hadi Prasetyo,30,450000
23947,Dewi Setiawan,10,150000
23948,Dewi Wijaya,20,300000
23949,Rini Kusuma,10,150000
23950,Andi Dani,20,300000
23951,Siti Setiawan,15,225000
23952,Rini Setiawan,15,225000
23953,Sri Kusuma,20,300000
23954,Siti Santoso,15,225000
23955,Rini Lestari,10,150000
23956,Ahmad Lestari,15,225000
23957,Eko Prasetyo,30,450000
23958,Sri Lestari,30,450000
23959,Dewi Kusuma,25,375000
23960,Dewi Dani,25,375000
23961,Budi Lestari,30,450000
23962,Sri Utami,20,300000
23963,Andi Mulyani,10,150000
23964,Sri Lestari,15,225000
23965,Mega Mulyani,15,225000
23966,Mega Lestari,15,225000
23967,Ahmad Rahma,15,225000
23968,Sri Prasetyo,30,450000
23969,Andi Utami,10,150000
23970,Hadi Prasetyo,10,150000
23971,Ahmad Mulyani,15,225000
23972,Sri Wijaya,20,300000
23973,Rini Kusuma,10,150000
23974,Andi Dani,20,300000
23975,Eko Santoso,10,150000
23976,Ahmad Lestari,20,300000
23977,Ahmad Prasetyo,15,225000
23978,Mega Mulyani,20,300000
23979,Eko Lestari,30,450000
23980,Hadi Prasetyo,10,150000
23981,Ahmad Santoso,30,450000
23982,Sri Rahma,15,225000
23983,Andi Wijaya,20,300000
23984,Sri Mulyani,15,225000
23985,Sri Santoso,20,300000
23986,Andi Utami,30,450000
23987,Hadi Setiawan,20,300000
23988,Budi Prasetyo,25,375000
23989,Siti Lestari,15,225000
23990,Eko Kusuma,20,300000
23991,Rini Santoso,10,150000
23992,Mega Wijaya,25,375000
23993,Andi Mulyani,15,225000
23994,Eko Santoso,10,150000
23995,Dewi Prasetyo,30,450000
23996,Eko Setiawan,25,375000
23997,Dewi Wijaya,15,225000
23998,Budi Utami,15,225000
23999,Ahmad Prasetyo,10,150000
24000,Sri Rahma,30,450000
24001,Dewi Setiawan,15,225000
24002,Dewi Kusuma,10,150000
24003,Ahmad Utami,30,450000
24004,Mega Mulyani,15,225000
24005,Hadi Rahma,30,450000
24006,Eko Setiawan,15,225000
24007,Budi Mulyani,20,300000
24008,Ahmad Dani,25,375000
24009,Budi Utami,25,375000
24010,Eko Santoso,20,300000
24011,Sri Rahma,10,150000
24012,Mega Kusuma,30,450000
24013,Sri Prasetyo,15,225000
24014,Dewi Santoso,30,450000
24015,Sri Wijaya,25,375000
24016,Hadi Prasetyo,25,375000
24017,Andi Santoso,15,225000
24018,Budi Setiawan,15,225000
24019,Sri Dani,10,150000
24020,Ahmad Dani,30,450000
24021,Hadi Lestari,30,450000
24022,Mega Wijaya,25,375000
24023,Hadi Rahma,15,225000
24024,Eko Rahma,10,150000
24025,Sri Kusuma,10,150000
24026,Dewi Wijaya,10,150000
24027,Hadi Santoso,30,450000
24028,Andi Prasetyo,25,375000
24029,Dewi Santoso,20,300000
24030,Budi Wijaya,30,450000
24031,Mega Lestari,20,300000
24032,Dewi Utami,25,375000
24033,Ahmad Wijaya,15,225000
24034,Budi Kusuma,10,150000
24035,Dewi Prasetyo,25,375000
24036,Dewi Kusuma,15,225000
24037,Hadi Mulyani,20,300000
24038,Eko Wijaya,25,375000
24039,Hadi Setiawan,20,300000
24040,Dewi Kusuma,30,450000
24041,Ahmad Mulyani,10,150000
24042,Dewi Dani,10,150000
24043,Rini Lestari,25,375000
24044,Sri Dani,25,375000
24045,Sri Mulyani,20,300000
24046,Hadi Mulyani,20,300000
24047,Siti Mulyani,10,150000
24048,Sri Setiawan,30,450000
24049,Sri Kusuma,20,300000
24050,Dewi Lestari,25,375000
24051,Hadi Lestari,10,150000
24052,Hadi Utami,30,450000
24053,Hadi Santoso,10,150000
24054,Mega Mulyani,15,225000
24055,Mega Wijaya,30,450000
24056,Mega Kusuma,25,375000
24057,Budi Lestari,30,450000
24058,Budi Kusuma,10,150000
24059,Rini Kusuma,10,150000
24060,Andi Setiawan,25,375000
24061,Eko Kusuma,30,450000
24062,Eko Mulyani,10,150000
24063,Sri Mulyani,20,300000
24064,Ahmad Utami,25,375000
24065,Andi Mulyani,15,225000
24066,Mega Mulyani,15,225000
24067,Andi Lestari,10,150000
24068,Budi Kusuma,20,300000
24069,Ahmad Santoso,10,150000
24070,Hadi Utami,30,450000
24071,Sri Rahma,10,150000
24072,Ahmad Wijaya,15,225000
24073,Sri Kusuma,15,225000
24074,Hadi Lestari,30,450000
24075,Sri Kusuma,15,225000
24076,Rini Utami,10,150000
24077,Mega Utami,30,450000
24078,Budi Lestari,15,225000
24079,Eko Utami,25,375000
24080,Rini Dani,20,300000
24081,Ahmad Dani,10,150000
24082,Hadi Mulyani,10,150000
24083,Andi Mulyani,15,225000
24084,Dewi Dani,30,450000
24085,Budi Rahma,20,300000
24086,Hadi Wijaya,15,225000
24087,Rini Prasetyo,30,450000
24088,Andi Prasetyo,10,150000
24089,Mega Santoso,20,300000
24090,Andi Prasetyo,15,225000
24091,Dewi Dani,25,375000
24092,Mega Utami,25,375000
24093,Eko Kusuma,10,150000
24094,Siti Santoso,30,450000
24095,Siti Wijaya,25,375000
24096,Ahmad Lestari,20,300000
24097,Rini Wijaya,25,375000
24098,Mega Utami,10,150000
24099,Mega Utami,20,300000
24100,Siti Kusuma,30,450000
24101,Eko Rahma,25,375000
24102,Andi Wijaya,20,300000
24103,Rini Mulyani,30,450000
24104,Andi Prasetyo,15,225000
24105,Eko Setiawan,15,225000
24106,Andi Wijaya,25,375000
24107,Eko Dani,25,375000
24108,Hadi Prasetyo,30,450000
24109,Mega Prasetyo,10,150000
24110,Mega Santoso,15,225000
24111,Rini Setiawan,15,225000
24112,Siti Utami,10,150000
24113,Dewi Setiawan,15,225000
24114,Ahmad Prasetyo,30,450000
24115,Hadi Mulyani,20,300000
24116,Eko Wijaya,15,225000
24117,Eko Kusuma,20,300000
24118,Rini Utami,25,375000
24119,Siti Prasetyo,25,375000
24120,Hadi Lestari,30,450000
24121,Mega Wijaya,10,150000
24122,Siti Wijaya,15,225000
24123,Sri Mulyani,15,225000
24124,Dewi Kusuma,10,150000
24125,Eko Prasetyo,25,375000
24126,Rini Lestari,25,375000
24127,Andi Santoso,10,150000
24128,Rini Dani,15,225000
24129,Dewi Wijaya,25,375000
24130,Rini Utami,30,450000
24131,Eko Mulyani,15,225000
24132,Siti Mulyani,15,225000
24133,Dewi Utami,15,225000
24134,Sri Utami,30,450000
24135,Siti Lestari,15,225000
24136,Dewi Rahma,30,450000
24137,Mega Santoso,10,150000
24138,Mega Setiawan,20,300000
24139,Andi Mulyani,10,150000
24140,Andi Lestari,30,450000
24141,Hadi Wijaya,15,225000
24142,Budi Santoso,30,450000
24143,Sri Dani,15,225000
24144,Budi Dani,10,150000
24145,Budi Setiawan,25,375000
24146,Eko Utami,30,450000
24147,Rini Setiawan,15,225000
24148,Eko Kusuma,10,150000
24149,Siti Setiawan,15,225000
24150,Siti Lestari,25,375000
24151,Budi Prasetyo,10,150000
24152,Budi Wijaya,25,375000
24153,Hadi Kusuma,30,450000
24154,Sri Lestari,30,450000
24155,Hadi Utami,30,450000
24156,Dewi Rahma,25,375000
24157,Dewi Kusuma,15,225000
24158,Budi Setiawan,10,150000
24159,Dewi Wijaya,30,450000
24160,Hadi Setiawan,30,450000
24161,Sri Mulyani,30,450000
24162,Eko Wijaya,25,375000
24163,Dewi Setiawan,15,225000
24164,Sri Santoso,10,150000
24165,Eko Kusuma,20,300000
24166,Dewi Dani,20,300000
24167,Dewi Lestari,30,450000
24168,Hadi Utami,25,375000
24169,Ahmad Mulyani,30,450000
24170,Sri Santoso,30,450000
24171,Andi Wijaya,25,375000
24172,Mega Mulyani,10,150000
24173,Dewi Prasetyo,25,375000
24174,Rini Mulyani,30,450000
24175,Dewi Mulyani,30,450000
24176,Hadi Wijaya,30,450000
24177,Eko Setiawan,15,225000
24178,Eko Utami,25,375000
24179,Andi Santoso,20,300000
24180,Hadi Dani,30,450000
24181,Rini Santoso,15,225000
24182,Sri Kusuma,10,150000
24183,Siti Rahma,10,150000
24184,Mega Utami,10,150000
24185,Hadi Wijaya,25,375000
24186,Dewi Setiawan,15,225000
24187,Budi Mulyani,20,300000
24188,Rini Wijaya,25,375000
24189,Mega Utami,25,375000
24190,Andi Rahma,30,450000
24191,Mega Utami,15,225000
24192,Dewi Santoso,25,375000
24193,Eko Setiawan,30,450000
24194,Andi Setiawan,25,375000
24195,Sri Dani,25,375000
24196,Hadi Santoso,15,225000
24197,Hadi Kusuma,20,300000
24198,Hadi Lestari,25,375000
24199,Andi Mulyani,30,450000
24200,Siti Dani,30,450000
24201,Ahmad Kusuma,15,225000
24202,Eko Santoso,10,150000
24203,Sri Prasetyo,30,450000
24204,Hadi Prasetyo,20,300000
24205,Rini Dani,15,225000
24206,Ahmad Mulyani,15,225000
24207,Sri Santoso,10,150000
24208,Eko Utami,10,150000
24209,Rini Rahma,25,375000
24210,Andi Lestari,15,225000
24211,Ahmad Kusuma,10,150000
24212,Mega Dani,10,150000
24213,Sri Mulyani,10,150000
24214,Mega Prasetyo,15,225000
24215,Andi Mulyani,20,300000
24216,Andi Setiawan,30,450000
24217,Rini Setiawan,25,375000
24218,Andi Setiawan,20,300000
24219,Budi Wijaya,15,225000
24220,Budi Rahma,20,300000
24221,Budi Dani,30,450000
24222,Mega Wijaya,20,300000
24223,Hadi Wijaya,20,300000
24224,Andi Kusuma,20,300000
24225,Siti Dani,25,375000
24226,Siti Santoso,25,375000
24227,Rini Setiawan,30,450000
24228,Sri Dani,10,150000
24229,Budi Lestari,15,225000
24230,Siti Santoso,15,225000
24231,Sri Setiawan,25,375000
24232,Hadi Dani,15,225000
24233,Budi Santoso,25,375000
